10,535
14.5601,532.949
18.5585,529.947
23.0046,527.66
27.1907,530.394
32.1896,530.496
36.7965,532.439
41.6422,531.207
45.7649,528.378
49.878,525.535
53.2725,521.864
56.4102,517.971
56.7904,512.985
57.0656,507.993
59.2223,503.482
61.881,499.247
66.5698,497.511
69.4433,493.419
68.7657,488.465
68.1999,483.497
68.85,478.539
66.7718,473.992
66.9204,468.994
66.2216,464.043
63.6988,459.726
60.695,455.729
59.8791,450.796
58.6058,445.961
55.739,441.864
55.3153,436.882
54.1526,432.019
53.0191,427.15
51.0372,422.559
49.1237,417.94
48.3791,412.996
48.8586,408.019
46.2707,403.74
45.6978,398.773
41.7108,395.756
41.6742,390.756
45.1638,387.175
45.4632,382.184
46.8573,377.383
47.619,372.441
48.4453,367.51
47.8081,362.551
50.2003,358.16
50.9718,353.22
50.5859,348.235
52.4964,343.614
55.1165,339.356
57.5322,334.978
56.4563,330.095
59.8468,326.42
63.7438,323.288
65.9324,318.792
64.3811,314.039
63.1884,309.183
64.9078,304.488
64.4926,299.505
67.1226,295.253
66.1152,290.355
70.3805,287.746
74.2558,284.587
75.8447,279.846
79.5725,276.514
79.2794,271.522
78.782,266.547
79.4945,261.598
76.58,257.535
76.9683,252.551
77.6571,247.598
79.9113,243.135
82.1117,238.645
78.4854,235.203
74.8181,231.804
69.9329,230.739
67.8731,226.183
64.8253,222.219
65.7135,217.299
68.1521,212.934
70.33,208.433
67.9611,204.03
68.7736,199.097
66.7544,194.522
71.0388,191.945
72.6213,187.202
72.8159,182.206
70.9568,177.564
71.0874,172.566
68.7036,168.171
63.8695,166.893
63.0102,161.968
63.9803,157.063
61.4918,152.726
64.6816,148.875
63.3798,144.048
66.4668,140.115
62.5169,137.049
57.8476,135.261
56.2938,130.508
60.2038,127.686
61.1487,122.776
59.3567,118.108
61.2116,113.465
63.1955,108.876
60.7558,104.511
64.5569,101.263
67.5919,97.2894
72.3106,98.9425
75.7584,95.3214
77.8424,90.7764
78.5503,85.8267
81.2541,81.6209
84.8094,78.1052
83.887,73.191
88.1275,70.5417
91.4511,66.8063
96.1444,65.0822
97.7704,60.354
101.76,57.3397
106.568,58.7115
109.701,62.6081
114.115,60.2592
117.639,63.8058
122.353,65.4738
126.655,62.9253
129.409,67.0982
133.197,70.3616
137.216,73.3365
140.466,77.136
141.021,82.1052
139.277,86.7911
143.594,89.3134
147.263,92.7104
146.073,97.5669
147.711,102.291
151.807,105.159
153.112,109.986
158.09,109.518
162.313,112.195
161.425,117.116
160.19,121.961
163.743,125.479
164.088,130.467
168.678,132.45
171.775,136.376
174.034,140.836
172.988,145.726
176.554,149.231
179.559,153.227
179.454,158.226
182.523,162.173
187.336,163.527
191.554,166.213
193.651,170.751
197.208,174.265
201.344,177.075
204.066,181.269
207.516,184.888
205.873,189.61
204.238,194.335
202.619,199.066
198.851,202.352
202.101,206.152
203.646,210.907
203.207,215.888
198.349,217.071
198.619,222.064
195.066,225.582
191.368,228.948
190.029,233.765
193.481,237.382
197.402,240.484
194.531,244.577
197.789,248.371
196.932,253.297
201.256,255.807
202.267,260.704
204.405,265.224
202.513,269.852
203.523,274.749
205.91,279.142
210.704,280.563
215.596,281.599
214.926,286.554
216.075,291.42
217.741,296.134
217.682,301.134
222.655,301.646
226.619,304.694
231.438,303.361
234.273,307.48
236.537,311.938
240.222,315.317
241.708,320.091
245.83,322.922
250.664,324.198
252.704,328.763
257.427,330.402
261.252,333.622
264.984,336.95
267.449,341.3
271.887,343.603
276.768,344.686
280.922,341.902
282.488,337.154
287,335
